"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-11-23","6.26",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"51",",,X","18",",,X",,,,,"13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-11-24","13.42",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"61",",,X","30",",,X",,,,,"25.9",",,X","33.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-11-25","6.93",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"63",",,X","33",",,X",,,,,"17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-11-26","5.59",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"36",",,X","19",",,X",,,,,"13.0",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-11-27","10.29",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"59",",,X","15",",,X",,,,,"21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-11-28","7.16",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"58",",,X","24",",,X",,,,,"17.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-11-29","6.71",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"64",",,X","29",",,X",,,,,"16.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-11-30","6.49",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"61",",,X","33",",,X",,,,,"16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-01","9.62",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"65",",,X","34",",,X",,,,,"28.0",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-02","13.20",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"68",",,X","36",",,X",,,,,"30.0",",,X","38.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-03","13.87",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"60",",,X","26",",,X",,,,,"38.0",",,X","48.1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-04","6.71",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"57",",,X","24",",,X",,,,,"16.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-05","10.29",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"69",",,X","38",",,X",,,,,"25.1",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-06","8.05",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"50",",,X","29",",,X",,,,,"17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-07","9.40",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"53",",,X","22",",,X",,,,,"23.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-08","12.75",",,X","0.00","T,,X,2400",,,"0.0","T,,X","0.0",",,X",,,"52",",,X","22",",,X",,,,,"36.0",",,X","38.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-09","15.66",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"25",",,X","2",",,X",,,,,"33.1",",,X","40.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-10","10.74",",,X","0.04",",,X,2400",,,"0.7",",,X","0.0",",,X",,,"39",",,X","12",",,X",,,,,"21.0",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-11","10.29",",,X","0.01",",,X,2400",,,"0.2",",,X","1.0",",,X",,,"40",",,X","10",",,X",,,,,"16.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-12","8.50",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"58",",,X","28",",,Z",,,,,"21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-13","8.28",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"56",",,X","29",",,X",,,,,"17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-14","6.04",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"45",",,X","26",",,X",,,,,"17.9",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-15","7.38",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"47",",,X","25",",,X",,,,,"16.1",",,X","19.9",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-16","7.83",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"41",",,X","23",",,X",,,,,"19.9",",,X","23.0",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-17","14.76",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"51",",,X","22",",,X",,,,,"33.1",",,X","40.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-18","9.62",",,X","0.00","T,,X,2400",,,"0.0","T,,X","0.0",",,X",,,"44",",,X","23",",,X",,,,,"23.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-19","17.22",",,X","0.02",",,X,2400",,,"1.7",",,X","0.0",",,X",,,"24",",,X","7",",,X",,,,,"34.9",",,X","40.0",",,X",,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-20","12.97",",,X","0.00",",,X,2400",,,"0.0",",,X","1.0",",,X",,,"47",",,X","9",",,X",,,,,"21.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-21","12.97",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"51",",,X","26",",,Z",,,,,"21.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-22","10.07",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"51",",,X","29",",,Z",,,,,"17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-23","12.08",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"54",",,X","26",",,X",,,,,"21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-24","9.62",",,X","0.14",",,X,2400",,,"1.9",",,X","0.0",",,X",,,"34",",,X","16",",,X",,,,,"23.0",",,X","28.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-25","5.59",",,X","0.06",",,X,2400",,,"0.7",",,X","2.0",",,X",,,"16",",,X","0",",,X",,,,,"15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-26","4.92",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"21",",,X","-2",",,X",,,,,"10.1",",,X","13.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-27","7.16",",,X","0.00","T,,X,2400",,,"0.0","T,,X","0.0","T,,X",,,"27",",,X","6",",,X",,,,,"15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-28","7.38",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"32",",,X","9",",,X",,,,,"16.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-29","8.95",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"31",",,X","5",",,X",,,,,"17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-30","9.62",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"39",",,X","11",",,X",,,,,"25.1",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2012-12-31","4.70",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"23",",,X","10",",,X",,,,,"10.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-01","6.93",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"27",",,X","5",",,X",,,,,"15.0",",,X","15.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-02","7.16",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"32",",,X","14",",,X",,,,,"21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-03","8.28",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"34",",,X","12",",,X",,,,,"17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-04","7.61",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"47",",,X","15",",,X",,,,,"15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-05","7.83",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"37",",,X","16",",,X",,,,,"15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-06","6.93",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"47",",,X","13",",,X",,,,,"16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-07","9.17",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"51",",,X","24",",,X",,,,,"17.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-08","9.40",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"53",",,X","26",",,X",,,,,"25.9",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-09","13.42",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"60",",,X","22",",,X",,,,,"25.1",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-10","10.74",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"46",",,X","25",",,X",,,,,"31.1",",,X","38.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-11","15.43",",,X","0.08",",,X,2400",,,"1.1",",,X","0.0","T,,X",,,"43",",,X","0",",,X",,,,,"31.1",",,X","34.9",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-12","6.71",",,X","0.00","T,,X,2400",,,"0.3",",,X","1.0",",,X",,,"10",",,X","-12",",,X",,,,,"13.0",",,X","16.1",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-13","5.59",",,X","0.00","T,,X,2400",,,"0.0","T,,X","1.0",",,X",,,"11",",,X","-10",",,X",,,,,"10.1",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-14","4.25",",,X","0.00","T,,X,2400",,,"0.0","T,,X","1.0",",,X",,,"12",",,X","-8",",,X",,,,,"10.1",",,X","10.1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-15","8.28",",,X","0.00",",,X,2400",,,"0.0",",,X","1.0",",,X",,,"35",",,X","-8",",,X",,,,,"16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-16","9.17",",,X","0.00",",,X,2400",,,"0.0",",,X","1.0",",,X",,,"48",",,X","23",",,X",,,,,"15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-17","8.72",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"48",",,X","21",",,X",,,,,"16.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-18","8.50",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"59",",,X","29",",,X",,,,,"17.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-19","8.50",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"57",",,X","25",",,X",,,,,"17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-20","8.50",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"46",",,X","15",",,X",,,,,"23.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-21","9.17",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"56",",,X","17",",,X",,,,,"17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-22","8.50",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"64",",,X","27",",,X",,,,,"17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-23","9.62",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"58",",,X","35",",,X",,,,,"21.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-24","10.96",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"66",",,X","28",",,X",,,,,"38.0",",,X","45.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-25","9.62",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"60",",,X","28",",,X",,,,,"17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-26","4.70",",,X","0.01",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"53",",,X","25",",,X",,,,,"15.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-27","7.83",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"57",",,X","30",",,X",,,,,"21.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-28","13.87",",,X","0.19",",,X,2400",,,"2.7",",,X","0.0",",,X",,,"57",",,X","25",",,X",,,,,"33.1",",,X","38.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-29","9.40",",,X","0.03",",,X,2400",,,"0.5",",,X","1.0",",,X",,,"30",",,X","14",",,X",,,,,"31.1",",,X","40.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-30","7.38",",,X","0.00",",,X,2400",,,"0.0",",,X","1.0",",,X",,,"37",",,X","2",",,X",,,,,"17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-01-31","8.95",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"43",",,X","19",",,X",,,,,"17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-01","11.41",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"49",",,X","21",",,X",,,,,"34.9",",,X","42.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-02","12.08",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0","T,,X",,,"58",",,X","21",",,X",,,,,"17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-03","6.26",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"55",",,X","23",",,X",,,,,"16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-04","11.18",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"57",",,X","21",",,X",,,,,"25.1",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-05","10.29",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"59",",,X","21",",,X",,,,,"21.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-06","8.95",",,X","0.01",",,X,2400",,,"0.0","T,,X","0.0",",,X",,,"59",",,X","31",",,X",,,,,"17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-07","8.50",",,X","0.00","T,,X,2400",,,"0.0","T,,X","0.0",",,X",,,"49",",,X","25",",,X",,,,,"25.1",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-08","7.83",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"51",",,X","23",",,X",,,,,"25.1",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-09","8.72",",,X","0.00","T,,X,2400",,,"0.0","T,,X","0.0",",,X",,,"36",",,X","20",",,X",,,,,"21.0",",,X","25.1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-10","11.86",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"36",",,X","15",",,X",,,,,"28.0",",,X","33.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-11","7.16",",,X","0.00","T,,X,2400",,,"0.0","T,,X","0.0","T,,X",,,"31",",,X","8",",,X",,,,,"13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-12","8.50",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"42",",,X","14",",,X",,,,,"15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-13","13.20",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"48",",,X","19",",,X",,,,,"25.1",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-14","10.51",",,X","0.01",",,X,2400",,,"0.0","T,,X","0.0",",,X",,,"38",",,X","16",",,X",,,,,"32.0",",,X","38.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-15","11.63",",,X","0.00","T,,X,2400",,,"0.0","T,,X","0.0","T,,X",,,"38",",,X","16",",,X",,,,,"34.9",",,X","44.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2013-02-16","10.96",",,X","0.00",",,X,2400",,,"0.0",",,X","0.0",",,X",,,"58",",,X","25",",,X",,,,,"21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
